event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Pregnancy Bleeding,MEDCODEID,3093331000006119,Placenta previa,C0032046,Placenta Previa,possible,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,485971018,Antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305743015,Antepartum haemorrhage NOS - delivered,C0269608,Antepartum hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305738010,Other antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305747019,Antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305742013,"Antepartum haemorrhage NOS, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,220801000000113,Antepartum bleeding,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,3061151000006114,APH - Antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,485721000006116,Antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305734012,Other antepartum haemorrhage - delivered,C0269608,Antepartum hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305735013,Other antepartum haemorrhage - not delivered,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305746011,Antepartum haemorrhage NOS - not deliv,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305730015,Other antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,308128010,[X]Other antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305731016,Other antepartum haemorrhage unspecified,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305638017,Early pregnancy haemorrhage NOS - delivered,C0156604,Hemorrhage in early pregnancy,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305631011,Other haemorrhage in early pregnancy NOS,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305634015,Early pregnancy haemorrhage NOS,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305626014,Other haemorrhage in early pregnancy unspecified,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,483053014,Bleeding in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,483054015,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305635019,Early pregnancy haemorrhage NOS unspecified,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,308098016,[X]Other haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305639013,Early pregnancy haemorrhage NOS - not delivered,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,398335013,Other haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,3699841000006113,Threatened abortion in first trimester,C0269600,Threatened miscarriage in first trimester,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,316730019,Congenital anaemia from fetal blood loss,C0270241,Anemia following fetal blood loss,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,14068131000006112,History of antepartum haemorrhage,C0475171,Past pregnancy history of antepartum hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,15485771000006118,Past pregnancy history of antepartum haemorrhage,C0475171,Past pregnancy history of antepartum hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,808601000006116,H/O: antepartum haemorrhage,C0475171,Past pregnancy history of antepartum hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.1,Placenta praevia with haemorrhage,C0156621,Placenta previa with hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.0,Placenta praevia specified as without haemorrhage,C0156617,Placenta previa without hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.03,"Complete placenta previa NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.02,"Complete placenta previa NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.09,Antepartum hemorrhage with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.01,"Complete placenta previa NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.23,"Partial placenta previa NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.90,"Antepartum hemorrhage, unspecified, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.91,"Antepartum hemorrhage, unspecified, first trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.92,"Antepartum hemorrhage, unspecified, second trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.93,"Antepartum hemorrhage, unspecified, third trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.51,"Low lying placenta with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.50,"Low lying placenta with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.8X,Other antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.00,"Premature separation of placenta with coagulation defect, unspecified",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.01,Premature separation of placenta with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.11,"Complete placenta previa with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.33,"Partial placenta previa with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.10,"Complete placenta previa with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.32,"Partial placenta previa with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.53,"Low lying placenta with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.31,"Partial placenta previa with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.52,"Low lying placenta with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.30,"Partial placenta previa with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.13,"Complete placenta previa with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.2,Partial placenta previa without hemorrhage,C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.12,"Complete placenta previa with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.09,Premature separation of placenta with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.4,Low lying placenta NOS or without hemorrhage,C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.02,Premature separation of placenta with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.3,Partial placenta previa with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.5,Low lying placenta with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.90,"Premature separation of placenta, unspecified, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.91,"Premature separation of placenta, unspecified, first trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.92,"Premature separation of placenta, unspecified, second trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.40,"Low lying placenta NOS or without hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.00,"Antepartum hemorrhage with coagulation defect, unspecified",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.01,Antepartum hemorrhage with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.8X,Other premature separation of placenta,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.02,Antepartum hemorrhage with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.22,"Partial placenta previa NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.00,"Complete placenta previa NOS or without hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.93,"Premature separation of placenta, unspecified, third trimester",C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.21,"Partial placenta previa NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.43,"Low lying placenta NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.42,"Low lying placenta NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44.41,"Low lying placenta NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45,Premature separation of placenta [abruptio placentae],C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.0,Premature separation of placenta with coagulation defect,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.9,"Premature separation of placenta, unspecified",C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O45.8,Other premature separation of placenta,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O20.0,Threatened abortion,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,P50.4,Haemorrhage into maternal circulation,C0015959,Fetomaternal Transfusion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,P50.9,"Fetal blood loss, unspecified",C0158951,Fetal blood loss,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,P50,Fetal blood loss,C0158951,Fetal blood loss,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O44,Placenta praevia,C0032046,Placenta Previa,possible,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46,"Antepartum haemorrhage, not elsewhere classified",C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.0,Antepartum haemorrhage with coagulation defect,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.8,Other antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O46.9,"Antepartum haemorrhage, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O20.8,Other haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O20.9,"Haemorrhage in early pregnancy, unspecified",C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10_2019,O20,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W99,Placenta praevia,C0000000,Unassociated custom codes,possible,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W03,Haemorrhage-antepartum,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W82003,Abortion;threatened,C0000821,Threatened abortion,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W82006,Miscarriage;threatened,C0000821,Threatened abortion,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W03002,Bleeding (in);pregnancy,C0269596,Hemorrhagic complication of pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W99005,Placenta praevia,C0032046,Placenta Previa,possible,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W03001,Bleeding;antepartum,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2P,W03004,Haemorrhage;antepartum,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.1,Placenta praevia with haemorrhage,C0156621,Placenta previa with hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.09,Antepartum hemorrhage with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.90,Antepartum hemorrhage- unspecified- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.91,Antepartum hemorrhage- unspecified- first trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.92,Antepartum hemorrhage- unspecified- second trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.93,Antepartum hemorrhage- unspecified- third trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.51,Low lying placenta with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.50,Low lying placenta with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.8X,Other antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.00,Premature separation of placenta with coagulation defect- unspecified,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.01,Premature separation of placenta with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.11,Complete placenta previa with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.33,Partial placenta previa with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.10,Complete placenta previa with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.32,Partial placenta previa with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.31,Partial placenta previa with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.53,Low lying placenta with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.30,Partial placenta previa with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.52,Low lying placenta with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.13,Complete placenta previa with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.12,Complete placenta previa with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.09,Premature separation of placenta with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.02,Premature separation of placenta with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.3,Partial placenta previa with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O44.5,Low lying placenta with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.90,Premature separation of placenta- unspecified- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.91,Premature separation of placenta- unspecified- first trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O45.92,Premature separation of placenta- unspecified- second trimester,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10,O46.00,Antepartum hemorrhage with coagulation defect- unspecified,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
