event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Birth classified as narrow,SCTSPA,289240005,duración prolongada del trabajo de parto (hallazgo),"","",narrow,P,BirthNarrow,PrA,289240005
Birth classified as narrow,SCTSPA,289261003,problema del parto (hallazgo),"","",narrow,P,BirthNarrow,PrA,289261003
Birth classified as narrow,SCTSPA,302080006,hallazgo relacionado con la evolución del nacimiento (hallazgo),"","",narrow,P,BirthNarrow,PrA,302080006
Birth classified as narrow,SCTSPA,302383004,parto con fórceps (procedimiento),"","",narrow,P,BirthNarrow,PrA,302383004
Birth classified as narrow,SCTSPA,309469004,parto espontáneo de vértice (hallazgo),"","",narrow,P,BirthNarrow,PrA,309469004
Birth classified as narrow,SCTSPA,31208007,inducción médica del trabajo de parto (procedimiento),"","",narrow,P,BirthNarrow,PrA,31208007
Birth classified as narrow,SCTSPA,315958008,[V]nacimiento de niño vivo- único,C1313895,Encounter due to single live birth,narrow,P,BirthNarrow,PrA,315958008
Birth classified as narrow,SCTSPA,33021000122102,parto con espátula (procedimiento),"","",narrow,P,BirthNarrow,PrA,33021000122102
Birth classified as narrow,SCTSPA,33451000122101,recién nacido postérmino (hallazgo),"","",narrow,P,BirthNarrow,PrA,33451000122101
Birth classified as narrow,SCTSPA,35874009,trabajo de parto normal (hallazgo),"","",narrow,P,BirthNarrow,PrA,35874009
Birth classified as narrow,SCTSPA,362972006,trastorno del trabajo de parto-parto (trastorno),"","",narrow,P,BirthNarrow,PrA,362972006
Birth classified as narrow,SCTSPA,367494004,nacimiento prematuro (hallazgo),"","",narrow,P,BirthNarrow,PrA,367494004
Birth classified as narrow,SCTSPA,392280004,laceración obstétrica,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,392280004
Birth classified as narrow,SCTSPA,394699000,nacido por cesárea (situación),"","",narrow,P,BirthNarrow,PrA,394699000
Birth classified as narrow,SCTSPA,395683001,nacimiento por parto vaginal normal (situación),"","",narrow,P,BirthNarrow,PrA,395683001
Birth classified as narrow,SCTSPA,397952002,traumatismo perineal durante el parto,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,397952002
Birth classified as narrow,SCTSPA,398019008,laceración perineal durante el parto,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,398019008
Birth classified as narrow,SCTSPA,398307005,cesárea cervical baja,C0195620,Lower uterine segment cesarean section,narrow,P,BirthNarrow,PrA,398307005
Birth classified as narrow,SCTSPA,409048007,riesgo en el trabajo de parto (hallazgo),"","",narrow,P,BirthNarrow,PrA,409048007
Birth classified as narrow,SCTSPA,41059002,Cesarean hysterectomy,"","",narrow,P,BirthNarrow,PrA,41059002
Birth classified as narrow,SCTSPA,42537006,desgarro perineal secundario en el puerperio,C0269967,Secondary perineal tear in the puerperium,narrow,P,BirthNarrow,PrA,42537006
Birth classified as narrow,SCTSPA,42571002,inducción fallida del trabajo de parto,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,42571002
Birth classified as narrow,SCTSPA,442311008,nacido vivo en hospital (situación),"","",narrow,P,BirthNarrow,PrA,442311008
Birth classified as narrow,SCTSPA,442342003,gemelar nacido vivo en hospital por operación cesárea (situación),"","",narrow,P,BirthNarrow,PrA,442342003
Birth classified as narrow,SCTSPA,442365008,nacido vivo en hospital por operación cesárea (situación),"","",narrow,P,BirthNarrow,PrA,442365008
Birth classified as narrow,SCTSPA,442423001,nacido vivo único en hospital por operación cesárea (situación),"","",narrow,P,BirthNarrow,PrA,442423001
Birth classified as narrow,SCTSPA,450483001,Cesarean section through inverted T shaped incision of uterus,"","",narrow,P,BirthNarrow,PrA,450483001
Birth classified as narrow,SCTSPA,450484007,Cesarean section through J shaped incision of uterus,"","",narrow,P,BirthNarrow,PrA,450484007
Birth classified as narrow,SCTSPA,46502006,hematoma de vagina durante el parto,C0269896,Hematoma of vagina during delivery,narrow,P,BirthNarrow,PrA,46502006
Birth classified as narrow,SCTSPA,48782003,parto normal,C1384485,Normal delivery,narrow,P,BirthNarrow,PrA,48782003
Birth classified as narrow,SCTSPA,48782003,parto normal (hallazgo),"","",narrow,P,BirthNarrow,PrA,48782003
Birth classified as narrow,SCTSPA,53443007,trabajo de parto prolongado (trastorno),"","",narrow,P,BirthNarrow,PrA,53443007
Birth classified as narrow,SCTSPA,57271003,Extraperitoneal cesarean section,"","",narrow,P,BirthNarrow,PrA,57271003
Birth classified as narrow,SCTSPA,5740008,hematoma pélvico durante el parto,C0269895,Pelvic hematoma during delivery,narrow,P,BirthNarrow,PrA,5740008
Birth classified as narrow,SCTSPA,58289000,estadio prodrómico de trabajo de parto (hallazgo),"","",narrow,P,BirthNarrow,PrA,58289000
Birth classified as narrow,SCTSPA,60038007,parto inducido sin éxito,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,60038007
Birth classified as narrow,SCTSPA,61586001,parto por extracción con ventosa (procedimiento),"","",narrow,P,BirthNarrow,PrA,61586001
Birth classified as narrow,SCTSPA,6234006,laceración perineal de segundo grado,C0269870,Second degree perineal laceration,narrow,P,BirthNarrow,PrA,6234006
Birth classified as narrow,SCTSPA,68953003,laceración perineal durante el parto,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,68953003
Birth classified as narrow,SCTSPA,698716002,trabajo de parto espontáneo pretérmino con parto pretérmino (hallazgo),"","",narrow,P,BirthNarrow,PrA,698716002
Birth classified as narrow,SCTSPA,700000006,parto por vía vaginal (procedimiento),"","",narrow,P,BirthNarrow,PrA,700000006
Birth classified as narrow,SCTSPA,709004006,Emergency lower segment cesarean section with inverted T incision,"","",narrow,P,BirthNarrow,PrA,709004006
Birth classified as narrow,SCTSPA,712653003,parto por operación cesárea por presentación podálica (hallazgo),"","",narrow,P,BirthNarrow,PrA,712653003
Birth classified as narrow,SCTSPA,712654009,parto por operación cesárea por presentación de nalgas (hallazgo),"","",narrow,P,BirthNarrow,PrA,712654009
Birth classified as narrow,SCTSPA,736018001,Elective upper segment cesarean section with bilateral tubal ligation,"","",narrow,P,BirthNarrow,PrA,736018001
Birth classified as narrow,SCTSPA,736020003,Emergency upper segment cesarean section with bilateral tubal ligation,"","",narrow,P,BirthNarrow,PrA,736020003
Birth classified as narrow,SCTSPA,736026009,Elective lower segment cesarean section with bilateral tubal ligation,"","",narrow,P,BirthNarrow,PrA,736026009
Birth classified as narrow,SCTSPA,736118004,Emergency lower segment cesarean section with bilateral tubal ligation,"","",narrow,P,BirthNarrow,PrA,736118004
Birth classified as narrow,SCTSPA,740597009,complicación del cordón umbilical durante el trabajo de parto y el parto (trastorno),"","",narrow,P,BirthNarrow,PrA,740597009
Birth classified as narrow,SCTSPA,77854008,inducción médica fallida del trabajo de parto,C0269808,Failed medical induction of labor,possible,P,BirthNarrow,PrA,77854008
Birth classified as narrow,SCTSPA,788180009,Lower uterine segment cesarean section,"","",narrow,P,BirthNarrow,PrA,788180009
Birth classified as narrow,SCTSPA,79255005,presentación de mentón de feto,C0269707,Mentum presentation of fetus,narrow,P,BirthNarrow,PrA,79255005
Birth classified as narrow,SCTSPA,79839005,laceración perineal que compromete la vulva,C0269869,Perineal laceration involving vulva,narrow,P,BirthNarrow,PrA,79839005
Birth classified as narrow,SCTSPA,84007008,choque durante Y-O luego del trabajo de parto Y-O parto,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,BirthNarrow,PrA,84007008
Birth classified as narrow,SCTSPA,84195007,operación cesárea clásica (procedimiento),"","",narrow,P,BirthNarrow,PrA,84195007
Birth classified as narrow,SCTSPA,85309007,hematoma de la herida cesárea o perineal,C0269968,Hematoma of cesarean section or perineal wound,narrow,P,BirthNarrow,PrA,85309007
Birth classified as narrow,SCTSPA,85309007,hematoma de la herida cesárea o perineal,C0269968,Hematoma of cesarean section or perineal wound,narrow,P,BirthNarrow,PrA,85309007
Birth classified as narrow,SCTSPA,85548006,episiotomía (procedimiento),"","",narrow,P,BirthNarrow,PrA,85548006
Birth classified as narrow,SCTSPA,87383005,angustia materna,C0473485,Maternal distress,narrow,P,BirthNarrow,PrA,87383005
Birth classified as narrow,SCTSPA,89053004,Vaginal cesarean section,"","",narrow,P,BirthNarrow,PrA,89053004
Birth classified as narrow,SCTSPA,9071004,laceración cervical obstétrica,C0157358,Laceration of cervix - obstetric,narrow,P,BirthNarrow,PrA,9071004
Birth classified as narrow,SCTSPA,9107002,laceración perineal que compromete músculos perineales,C0269872,second-degree perineal laceration during delivery involving perineal muscles,narrow,P,BirthNarrow,PrA,9107002
Birth classified as narrow,SCTSPA,9780006,presentación de brazo prolapsado del feto,C0269709,Presentation of prolapsed arm of fetus,narrow,P,BirthNarrow,PrA,9780006
Birth classified as narrow,SNOMEDCT_US,10217006,Third degree perineal laceration,C0269874,Third degree perineal laceration,narrow,P,BirthNarrow,PrA,10217006
Birth classified as narrow,SNOMEDCT_US,10808861000119105,Maternal distress during childbirth (disorder),"","",narrow,P,BirthNarrow,PrA,10808861000119105
Birth classified as narrow,SNOMEDCT_US,111453004,Retained placenta- without hemorrhage,C0269905,Retained placenta- without hemorrhage,narrow,P,BirthNarrow,PrA,111453004
Birth classified as narrow,SNOMEDCT_US,111454005,Retained portions of placenta AND-OR membranes without hemorrhage,C0157408,Retained portions of placenta AND-OR membranes without hemorrhage,narrow,P,BirthNarrow,PrA,111454005
Birth classified as narrow,SNOMEDCT_US,11466000,Cesarean section,C0007876,Cesarean section,narrow,P,BirthNarrow,PrA,11466000
Birth classified as narrow,SNOMEDCT_US,1197219005,Elective lower segment cesarean section through inverted T shaped incision of uterus,"","",narrow,P,BirthNarrow,PrA,1197219005
Birth classified as narrow,SNOMEDCT_US,12172008,Obstetrical laceration,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,12172008
Birth classified as narrow,SNOMEDCT_US,123139003,Obstetrical laceration- second degree,C0269870,Second degree perineal laceration,narrow,P,BirthNarrow,PrA,123139003
Birth classified as narrow,SNOMEDCT_US,123190002,Obstetrical laceration,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,123190002
Birth classified as narrow,SNOMEDCT_US,123191003,Obstetrical laceration- third degree,C0269874,Third degree perineal laceration,narrow,P,BirthNarrow,PrA,123191003
Birth classified as narrow,SNOMEDCT_US,149981006,Caesarean section,C0007876,Cesarean section,narrow,P,BirthNarrow,PrA,149981006
Birth classified as narrow,SNOMEDCT_US,149982004,Upper segment caesarean section,C0195619,Classical cesarean section,narrow,P,BirthNarrow,PrA,149982004
Birth classified as narrow,SNOMEDCT_US,149983009,Lower segment caesarean section,C0195620,Lower uterine segment cesarean section,narrow,P,BirthNarrow,PrA,149983009
Birth classified as narrow,SNOMEDCT_US,149984003,Extraperitoneal caesarean section,C0195621,Extraperitoneal cesarean section,narrow,P,BirthNarrow,PrA,149984003
Birth classified as narrow,SNOMEDCT_US,149985002,Other caesarean delivery NOS,C0473294,Other caesarean delivery,narrow,P,BirthNarrow,PrA,149985002
Birth classified as narrow,SNOMEDCT_US,15586008,High vaginal obstetrical laceration,C0269887,Obstetric high vaginal laceration,narrow,P,BirthNarrow,PrA,15586008
Birth classified as narrow,SNOMEDCT_US,156159007,Face presentation,C0233269,Face presentation of fetus,narrow,P,BirthNarrow,PrA,156159007
Birth classified as narrow,SNOMEDCT_US,156195004,Failed induction of labor,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,156195004
Birth classified as narrow,SNOMEDCT_US,156201007,Labor &-or delivery complications,C0269815,Complication of labor and delivery- unspecified,narrow,P,BirthNarrow,PrA,156201007
Birth classified as narrow,SNOMEDCT_US,156207006,Failed trial of labor,C0157223,Failed trial of labor,possible,P,BirthNarrow,PrA,156207006
Birth classified as narrow,SNOMEDCT_US,156226003,Second degree perineal tear,C0269870,Second degree perineal laceration,narrow,P,BirthNarrow,PrA,156226003
Birth classified as narrow,SNOMEDCT_US,156227007,Third degree perineal tear,C0269874,Third degree perineal laceration,narrow,P,BirthNarrow,PrA,156227007
Birth classified as narrow,SNOMEDCT_US,156234009,Obstetric high vaginal laceration,C0269887,Obstetric high vaginal laceration,narrow,P,BirthNarrow,PrA,156234009
Birth classified as narrow,SNOMEDCT_US,156248009,Maternal distress in labor,C0473485,Maternal distress,narrow,P,BirthNarrow,PrA,156248009
Birth classified as narrow,SNOMEDCT_US,156249001,Obstetric shock,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,BirthNarrow,PrA,156249001
Birth classified as narrow,SNOMEDCT_US,156251002,Caesarean section,C0007876,Cesarean section,narrow,P,BirthNarrow,PrA,156251002
Birth classified as narrow,SNOMEDCT_US,156259000,Caesarean section NOS,C0007876,Cesarean section,narrow,P,BirthNarrow,PrA,156259000
Birth classified as narrow,SNOMEDCT_US,156261009,Complications of labor and delivery NOS,C0269815,Complication of labor and delivery- unspecified,narrow,P,BirthNarrow,PrA,156261009
Birth classified as narrow,SNOMEDCT_US,169961004,Normal birth (finding),"","",narrow,P,BirthNarrow,PrA,169961004
Birth classified as narrow,SNOMEDCT_US,177141003,Elective cesarean section,"","",narrow,P,BirthNarrow,PrA,177141003
Birth classified as narrow,SNOMEDCT_US,177142005,Elective upper segment cesarean section,"","",narrow,P,BirthNarrow,PrA,177142005
Birth classified as narrow,SNOMEDCT_US,177143000,Elective lower segment cesarean section,"","",narrow,P,BirthNarrow,PrA,177143000
Birth classified as narrow,SNOMEDCT_US,177145007,Elective caesarean delivery NOS,C0473296,Elective cesarian delivery procedure,narrow,P,BirthNarrow,PrA,177145007
Birth classified as narrow,SNOMEDCT_US,177146008,Other caesarean delivery,C0473294,Other caesarean delivery,narrow,P,BirthNarrow,PrA,177146008
Birth classified as narrow,SNOMEDCT_US,177149001,Other specified other caesarean delivery,C0473295,Other specified other caesarean delivery,narrow,P,BirthNarrow,PrA,177149001
Birth classified as narrow,SNOMEDCT_US,177150001,Other caesarean delivery NOS,C0473294,Other caesarean delivery,narrow,P,BirthNarrow,PrA,177150001
Birth classified as narrow,SNOMEDCT_US,199313007,Delivery- [normal in a completely normal case] or [spontaneous vaginal],C1384485,Normal delivery,narrow,P,BirthNarrow,PrA,199313007
Birth classified as narrow,SNOMEDCT_US,199314001,Normal delivery but ante- or post- natal conditions present (disorder),"","",narrow,P,BirthNarrow,PrA,199314001
Birth classified as narrow,SNOMEDCT_US,199368006,Face presentation NOS,C0233269,Face presentation of fetus,narrow,P,BirthNarrow,PrA,199368006
Birth classified as narrow,SNOMEDCT_US,199413006,Outlet pelvic contraction - delivered,C0156979,Outlet pelvic contraction - delivered,narrow,P,BirthNarrow,PrA,199413006
Birth classified as narrow,SNOMEDCT_US,199418002,Mixed feto-pelvic disproportion - delivered,C0405018,Mixed feto-pelvic disproportion - delivered,narrow,P,BirthNarrow,PrA,199418002
Birth classified as narrow,SNOMEDCT_US,199468005,Retroverted incarcerated gravid uterus - delivered,C0157023,Retroverted incarcerated gravid uterus - delivered,narrow,P,BirthNarrow,PrA,199468005
Birth classified as narrow,SNOMEDCT_US,199698008,Failed medical induction of labor,C0269808,Failed medical induction of labor,possible,P,BirthNarrow,PrA,199698008
Birth classified as narrow,SNOMEDCT_US,199699000,Failed medical or unspecified induction unspecified,C0405189,Failed medical or unspecified induction of labor,possible,P,BirthNarrow,PrA,199699000
Birth classified as narrow,SNOMEDCT_US,199702007,Failed medical or unspecified induction NOS,C0405189,Failed medical or unspecified induction of labor,possible,P,BirthNarrow,PrA,199702007
Birth classified as narrow,SNOMEDCT_US,199745000,Complications occurring during labor and delivery,C0269815,Complication of labor and delivery- unspecified,narrow,P,BirthNarrow,PrA,199745000
Birth classified as narrow,SNOMEDCT_US,199752003,Obstructed labor due to face presentation,C0475557,Obstructed labor due to face presentation,narrow,P,BirthNarrow,PrA,199752003
