event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Birth classified as narrow,MTHICD9,Abscess of breast- postpartum,C0405309,Obstetric breast abscess - delivered,narrow,P,BirthNarrow,PrA,675.14,675.14
Birth classified as narrow,MTHICD9,Acute renal failure following labor and delivery- unspecified as to episode of care,C0157462,Acute kidney failure following labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthNarrow,PrA,669.30,669.30
Birth classified as narrow,MTHICD9,Amniotic fluid embolism- with delivery- with mention of postpartum complication,C0157549,Amniotic fluid embolism- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,673.12,673.12
Birth classified as narrow,MTHICD9,Antepartum hemorrhage associated with coagulation defects- with delivery,C0156630,Antepartum hemorrhage associated with coagulation defects- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,641.31,641.31
Birth classified as narrow,MTHICD9,Bone and joint disorders of back- pelvis and lower limbs of mother- with delivery,C0156874,Bone and joint disorders of back- pelvis- and lower limbs of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,648.71,648.71
Birth classified as narrow,MTHICD9,Central laceration of perineum during delivery,C0269859,Obstetrical laceration,narrow,P,BirthNarrow,PrA,664.4,664.4
Birth classified as narrow,MTHICD9,Chromosomal abnormality in fetus affecting management of mother- with delivery,C0157070,Chromosomal abnormality in fetus- affecting management of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,655.11,655.11
Birth classified as narrow,MTHICD9,Congenital or acquired abnormality of vagina- with delivery,C0157047,Congenital or acquired abnormality of vagina- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,654.71,654.71
Birth classified as narrow,MTHICD9,Congenital or acquired abnormality of vulva- with delivery,C0157053,Congenital or acquired abnormality of vulva- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,654.81,654.81
Birth classified as narrow,MTHICD9,Deep transverse arrest and persistent occipitoposterior position- with delivery,C0157213,Deep transverse arrest and persistent occipitoposterior position- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,660.31,660.31
Birth classified as narrow,MTHICD9,Early onset of delivery- unspecified as to episode of care,C0156718,Early onset of delivery- unspecified as to episode of care,narrow,P,BirthNarrow,PrA,644.20,644.20
Birth classified as narrow,MTHICD9,Edema or excessive weight gain in pregnancy- with delivery- with or without mention of antepartum complication,C0156730,Edema or excessive weight gain in pregnancy- without mention of hypertension- delivered- with or without mention of antepartum complication,narrow,P,BirthNarrow,PrA,646.11,646.11
Birth classified as narrow,MTHICD9,Face or brow presentation- antepartum,C0156943,Face or brow presentation- antepartum condition or complication,narrow,P,BirthNarrow,PrA,652.43,652.43
Birth classified as narrow,MTHICD9,Failed induction NOS,C0269806,Failed induction of labor,possible,P,BirthNarrow,PrA,659.1,659.1
Birth classified as narrow,MTHICD9,Failed mechanical induction of labor- unspecified as to episode of care,C0157168,Failed mechanical induction of labor- unspecified as to episode of care or not applicable,possible,P,BirthNarrow,PrA,659.00,659.00
Birth classified as narrow,MTHICD9,Failed medical or unspecified induction of labor- unspecified as to episode of care,C0157172,Failed medical or unspecified induction of labor- unspecified as to episode of care or not applicable,possible,P,BirthNarrow,PrA,659.10,659.10
Birth classified as narrow,MTHICD9,Failure of head to enter pelvic brim,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,BirthNarrow,PrA,652.5,652.5
Birth classified as narrow,MTHICD9,Fetal distress affecting management of mother- delivered,C0157113,Fetal distress- affecting management of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,656.31,656.31
Birth classified as narrow,MTHICD9,Hematoma of cesarean section or perineal wound,C0269968,Hematoma of cesarean section or perineal wound,narrow,P,BirthNarrow,PrA,674.3,674.3
Birth classified as narrow,MTHICD9,Hematoma of cesarean section or perineal wound,C0269968,Hematoma of cesarean section or perineal wound,narrow,P,BirthNarrow,PrA,674.3,674.3
Birth classified as narrow,MTHICD9,High vaginal laceration during labor,C0157362,High vaginal laceration during and after labor,narrow,P,BirthNarrow,PrA,665.4,665.4
Birth classified as narrow,MTHICD9,Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother- delivered,C0157110,Isoimmunization from other and unspecified blood-group incompatibility- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,656.21,656.21
Birth classified as narrow,MTHICD9,Laceration of cervix- with delivery,C0157358,Laceration of cervix - obstetric,narrow,P,BirthNarrow,PrA,665.31,665.31
Birth classified as narrow,MTHICD9,Mentum presentation of fetus,C0269707,Mentum presentation of fetus,narrow,P,BirthNarrow,PrA,652.4,652.4
Birth classified as narrow,MTHICD9,Mother with single liveborn,C1313895,Encounter due to single live birth,narrow,P,BirthNarrow,PrA,V27.0,V27.0
Birth classified as narrow,MTHICD9,Mother with twins- both liveborn,C0481459,Encounter due to birth of twins- both live born,narrow,P,BirthNarrow,PrA,V27.2,V27.2
Birth classified as narrow,MTHICD9,Mother with unspecified outcome of delivery,C0260590,Mother with unspecified outcome of delivery,narrow,P,BirthNarrow,PrA,V27.9,V27.9
Birth classified as narrow,MTHICD9,Obstetric shock,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,BirthNarrow,PrA,669.1,669.1
Birth classified as narrow,MTHICD9,Obstetrical hematoma of vagina,C0269896,Hematoma of vagina during delivery,narrow,P,BirthNarrow,PrA,665.7,665.7
Birth classified as narrow,MTHICD9,Other and unspecified abnormality of organs and soft tissues of pelvis- with delivery,C0157059,Other and unspecified abnormality of organs and soft tissues of pelvis- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,654.91,654.91
Birth classified as narrow,MTHICD9,Other antepartum hemorrhage- with delivery,C0156634,Other antepartum hemorrhage- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,641.81,641.81
Birth classified as narrow,MTHICD9,Other cardiovascular diseases of mother- with delivery,C0156868,Other cardiovascular diseases of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,648.61,648.61
Birth classified as narrow,MTHICD9,Other current conditions classifiable elsewhere of mother- with delivery,C0156886,Other current conditions classifiable elsewhere of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,648.91,648.91
Birth classified as narrow,MTHICD9,Other pre-existing hypertension- with delivery,C0156655,Other pre-existing hypertension- complicating pregnancy- childbirth- and the puerperium- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,642.21,642.21
Birth classified as narrow,MTHICD9,Other pre-existing hypertension- with delivery- with mention of postpartum complication,C0156656,Other pre-existing hypertension- complicating pregnancy- childbirth- and the puerperium- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,642.22,642.22
Birth classified as narrow,MTHICD9,Other specified infectious and parasitic diseases of mother- with delivery,C0156819,Other specified infectious and parasitic diseases of mother- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,647.81,647.81
Birth classified as narrow,MTHICD9,Other specified infectious and parasitic diseases of mother- with delivery- with mention of postpartum complication,C0156820,Other specified infectious and parasitic diseases of mother- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,647.82,647.82
Birth classified as narrow,MTHICD9,Other venereal diseases of mother- with delivery- with mention of antepartum condition,C0490050,Other venereal diseases of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,647.22,647.22
Birth classified as narrow,MTHICD9,Other viral diseases of mother- with delivery- with mention of postpartum complication,C0156814,Other viral diseases in the mother- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,647.62,647.62
Birth classified as narrow,MTHICD9,Outlet contraction of pelvis- delivered,C0156979,Outlet pelvic contraction - delivered,narrow,P,BirthNarrow,PrA,653.31,653.31
Birth classified as narrow,MTHICD9,Pelvic hematoma- with delivery,C0269895,Pelvic hematoma during delivery,narrow,P,BirthNarrow,PrA,665.71,665.71
Birth classified as narrow,MTHICD9,Peripartum cardiomyopathy- antepartum,C1260430,Peripartum cardiomyopathy- antepartum condition or complication,narrow,P,BirthNarrow,PrA,674.53,674.53
Birth classified as narrow,MTHICD9,Peripartum cardiomyopathy- with delivery- with mention of postpartum complication,C1260429,Peripartum cardiomyopathy- delivered- with mention of postpartum condition,narrow,P,BirthNarrow,PrA,674.52,674.52
Birth classified as narrow,MTHICD9,Peripartum cardiomyopathy- with delivery- with or without mention of antepartum condition,C1260428,Peripartum cardiomyopathy- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,674.51,674.51
Birth classified as narrow,MTHICD9,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- with delivery,C0156681,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,642.71,642.71
Birth classified as narrow,MTHICD9,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- with delivery- with mention of postpartum complication,C0156682,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,642.72,642.72
Birth classified as narrow,MTHICD9,Previous cesarean section complicating pregnancy- delivered- with or without mention of antepartum condition,C0375395,Previous cesarean delivery- delivered- with or without mention of antepartum condition,narrow,P,BirthNarrow,PrA,654.21,654.21
Birth classified as narrow,MTHICD9,Retained placenta NOS without hemorrhage,C0269905,Retained placenta- without hemorrhage,narrow,P,BirthNarrow,PrA,667.0,667.0
Birth classified as narrow,MTHICD9,Retained placenta without hemorrhage- delivered- with mention of postpartum complication,"","",narrow,P,BirthNarrow,PrA,667.02,667.02
Birth classified as narrow,MTHICD9,Retained placenta without hemorrhage- unspecified as to episode of care,C0157405,Retained placenta without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,BirthNarrow,PrA,667.00,667.00
Birth classified as narrow,MTHICD9,Retained portions of placenta or membranes- without hemorrhage- delivered- with mention of postpartum complication,"","",narrow,P,BirthNarrow,PrA,667.12,667.12
Birth classified as narrow,MTHICD9,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care,C0157409,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,BirthNarrow,PrA,667.10,667.10
Birth classified as narrow,MTHICD9,Retained products of conception following delivery- without hemorrhage,C0157408,Retained portions of placenta AND-OR membranes without hemorrhage,narrow,P,BirthNarrow,PrA,667.1,667.1
Birth classified as narrow,MTHICD9,Retroverted and incarcerated gravid uterus- delivered,C0157023,Retroverted incarcerated gravid uterus - delivered,narrow,P,BirthNarrow,PrA,654.31,654.31
Birth classified as narrow,MTHICD9,Rubella of mother- with delivery- with mention of postpartum complication,C0156808,Rubella in the mother- delivered- with mention of postpartum complication,narrow,P,BirthNarrow,PrA,647.52,647.52
Birth classified as narrow,MTHICD9,Second-degree perineal laceration- rupture- or tear following episiotomy involving perineal muscles,C0269872,second-degree perineal laceration during delivery involving perineal muscles,narrow,P,BirthNarrow,PrA,664.1,664.1
Birth classified as narrow,MTHICD9,Second-degree perineal laceration- unspecified as to episode of care in pregnancy,C0157317,Second-degree perineal laceration- unspecified as to episode of care or not applicable,narrow,P,BirthNarrow,PrA,664.10,664.10
Birth classified as narrow,MTHICD9,Second-degree perineal laceration- with delivery,C0269870,Second degree perineal laceration,narrow,P,BirthNarrow,PrA,664.11,664.11
Birth classified as narrow,MTHICD9,Secondary perineal tear,C0269967,Secondary perineal tear in the puerperium,narrow,P,BirthNarrow,PrA,674.2,674.2
