event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Elective Termination Pregnancy,SCTSPA,198703008,aborto legal no especificado- SAI,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,198703008
Elective Termination Pregnancy,SCTSPA,198729008,aborto inducido por razones legales- SAI,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,198729008
Elective Termination Pregnancy,SCTSPA,39406005,interrupción legal del embarazo,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,AESI,39406005
Elective Termination Pregnancy,SCTSPA,34500003,aborto legal- sin complicación,C0269440,Legal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,34500003
Elective Termination Pregnancy,SCTSPA,57797005,interrupción inducida del embarazo,C1704300,Induced abortion (finding),narrow,P,ELECTTERM,AESI,57797005
Elective Termination Pregnancy,SNM,U000205,Abortion,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,U000205
Elective Termination Pregnancy,SNOMEDCT_US,198726001,Complete legal abortion with complication NOS,C0156498,Legally induced abortion- with unspecified complication- complete,narrow,P,ELECTTERM,AESI,198726001
Elective Termination Pregnancy,SNOMEDCT_US,200483009,[X]Other abortion,C0477801,Other abortion,possible,P,ELECTTERM,AESI,200483009
Elective Termination Pregnancy,SNOMEDCT_US,111431001,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,AESI,111431001
Elective Termination Pregnancy,SNOMEDCT_US,198694000,Unspecified legal abortion with damage to pelvic organs or tissues,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,AESI,198694000
Elective Termination Pregnancy,SNOMEDCT_US,198702003,Unspecified legal abortion with no mention of complication,C0156499,Legally induced abortion- without mention of complication- unspecified,narrow,P,ELECTTERM,AESI,198702003
Elective Termination Pregnancy,SNOMEDCT_US,198715007,Incomplete legal abortion with no mention of complication,C0600043,Legally induced abortion- without mention of complication- incomplete,narrow,P,ELECTTERM,AESI,198715007
Elective Termination Pregnancy,SNOMEDCT_US,198727005,Complete legal abortion with no mention of complication,C1261319,Legally induced abortion- without mention of complication- complete,narrow,P,ELECTTERM,AESI,198727005
Elective Termination Pregnancy,SNOMEDCT_US,198699005,Unspecified legal abortion with other specified complication,C0156492,Legally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,198699005
Elective Termination Pregnancy,SNOMEDCT_US,198712005,Incomplete legal abortion with other specified complication,C0156493,Legally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,198712005
Elective Termination Pregnancy,SNOMEDCT_US,198725002,Complete legal abortion with other specified complication,C0156494,Legally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,198725002
Elective Termination Pregnancy,SNOMEDCT_US,198693006,Unspecified legal abortion with delayed or excessive haemorrhage,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,198693006
Elective Termination Pregnancy,SNOMEDCT_US,58071009,Legal abortion complicated by delayed AND-OR excessive haemorrhage,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,58071009
Elective Termination Pregnancy,SNOMEDCT_US,198701005,Unspecified legal abortion with complication NOS,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,198701005
Elective Termination Pregnancy,SNOMEDCT_US,48433002,Legal termination of pregnancy with complication,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,48433002
Elective Termination Pregnancy,SNOMEDCT_US,198695004,Unspecified legal abortion with renal failure,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,198695004
Elective Termination Pregnancy,SNOMEDCT_US,4576001,Legal termination of pregnancy complicated by renal failure,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,4576001
Elective Termination Pregnancy,SNOMEDCT_US,198696003,Unspecified legal abortion with metabolic disorder,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,198696003
Elective Termination Pregnancy,SNOMEDCT_US,3634007,Legal termination of pregnancy complicated by metabolic disorder,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,3634007
Elective Termination Pregnancy,SNOMEDCT_US,198698002,Unspecified legal abortion with embolism,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,198698002
Elective Termination Pregnancy,SNOMEDCT_US,57734001,Legal termination of pregnancy complicated by embolism,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,57734001
Elective Termination Pregnancy,SNOMEDCT_US,198708004,Incomplete legal termination of pregnancy with renal failure,C0156477,Incomplete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,198708004
Elective Termination Pregnancy,SNOMEDCT_US,198709007,Incomplete legal termination of pregnancy with metabolic disorder,C0156481,Incomplete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,198709007
Elective Termination Pregnancy,SNOMEDCT_US,198705001,Incomplete legal termination of pregnancy with genital tract or pelvic infection,C0156465,Incomplete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,198705001
Elective Termination Pregnancy,SNOMEDCT_US,198706000,Incomplete legal termination of pregnancy with delayed or excessive hemorrhage,C0156469,Incomplete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,198706000
Elective Termination Pregnancy,SNOMEDCT_US,198707009,Incomplete legal termination of pregnancy with damage to pelvic organs or tissues,C0156473,Incomplete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,198707009
Elective Termination Pregnancy,SNOMEDCT_US,198714006,Incomplete legal abortion with complication NOS,C0600042,incomplete legal abortion with complication,narrow,P,ELECTTERM,AESI,198714006
Elective Termination Pregnancy,SNOMEDCT_US,198739002,Unspecified illegal abortion with other specified complication,C0156532,Illegally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,AESI,198739002
Elective Termination Pregnancy,SNOMEDCT_US,198751000,Incomplete illegal abortion with other specified complication,C0156533,Illegally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,AESI,198751000
Elective Termination Pregnancy,SNOMEDCT_US,198763005,Complete illegal abortion with other specified complication,C0156534,Illegally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,AESI,198763005
Elective Termination Pregnancy,SNOMEDCT_US,198740000,Unspecified illegal abortion with complication NOS,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,198740000
Elective Termination Pregnancy,SNOMEDCT_US,74978008,Illegal termination of pregnancy with complication,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,AESI,74978008
Elective Termination Pregnancy,SNOMEDCT_US,198733001,Unspecified illegal abortion with delayed or excessive haemorrhage,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,198733001
Elective Termination Pregnancy,SNOMEDCT_US,86891002,Illegal abortion complicated by delayed AND-OR excessive haemorrhage,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,AESI,86891002
Elective Termination Pregnancy,SNOMEDCT_US,198737000,Unspecified illegal abortion with shock,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,198737000
Elective Termination Pregnancy,SNOMEDCT_US,61752008,Illegal termination of pregnancy complicated by shock,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,AESI,61752008
Elective Termination Pregnancy,SNOMEDCT_US,198735008,Unspecified illegal abortion with renal failure,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,198735008
Elective Termination Pregnancy,SNOMEDCT_US,8996006,Illegal termination of pregnancy complicated by renal failure,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,AESI,8996006
Elective Termination Pregnancy,SNOMEDCT_US,18684002,Illegal termination of pregnancy complicated by metabolic disorder,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,18684002
Elective Termination Pregnancy,SNOMEDCT_US,198736009,Unspecified illegal abortion with metabolic disorder,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,AESI,198736009
Elective Termination Pregnancy,SNOMEDCT_US,198738005,Unspecified illegal abortion with embolism,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,198738005
Elective Termination Pregnancy,SNOMEDCT_US,26743002,Illegal termination of pregnancy complicated by embolism,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,AESI,26743002
Elective Termination Pregnancy,SNOMEDCT_US,198734007,Unspecified illegal abortion with damage to pelvic organs or tissues,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,AESI,198734007
Elective Termination Pregnancy,SNOMEDCT_US,38784004,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,AESI,38784004
Elective Termination Pregnancy,SNOMEDCT_US,198723009,Complete legal termination of pregnancy with shock,C0156486,Complete legal termination of pregnancy with shock,narrow,P,ELECTTERM,AESI,198723009
Elective Termination Pregnancy,SNOMEDCT_US,198721006,Complete legal termination of pregnancy with renal failure,C0156478,Complete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,AESI,198721006
Elective Termination Pregnancy,SNOMEDCT_US,198722004,Complete legal termination of pregnancy with metabolic disorder,C0156482,Complete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,AESI,198722004
Elective Termination Pregnancy,SNOMEDCT_US,198718009,Complete legal termination of pregnancy with genital tract or pelvic infection,C0156466,Complete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,AESI,198718009
Elective Termination Pregnancy,SNOMEDCT_US,198724003,Complete legal termination of pregnancy with embolism,C0156490,Complete legal termination of pregnancy with embolism,narrow,P,ELECTTERM,AESI,198724003
Elective Termination Pregnancy,SNOMEDCT_US,198719001,Complete legal termination of pregnancy with delayed or excessive hemorrhage,C0156470,Complete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,AESI,198719001
Elective Termination Pregnancy,SNOMEDCT_US,198720007,Complete legal termination of pregnancy with damage to pelvic organs or tissues,C0156474,Complete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,AESI,198720007
Elective Termination Pregnancy,SNOMEDCT_US,156077004,Illegally induced abortion,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,156077004
Elective Termination Pregnancy,SNOMEDCT_US,198730003,Criminal abortion,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198730003
Elective Termination Pregnancy,SNOMEDCT_US,198731004,Illegal abortion unspecified,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198731004
Elective Termination Pregnancy,SNOMEDCT_US,198742008,Unspecified illegal abortion NOS,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198742008
Elective Termination Pregnancy,SNOMEDCT_US,198767006,Illegally induced abortion NOS,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,198767006
Elective Termination Pregnancy,SNOMEDCT_US,49632008,Illegal termination of pregnancy,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,AESI,49632008
Elective Termination Pregnancy,SNOMEDCT_US,198741001,Unspecified illegal abortion with no mention of complication,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,198741001
Elective Termination Pregnancy,SNOMEDCT_US,7802000,Illegal termination of pregnancy without complication,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,AESI,7802000
Elective Termination Pregnancy,SNOMEDCT_US,149997001,Suction termination of pregnancy,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,149997001
Elective Termination Pregnancy,SNOMEDCT_US,391896006,Therapeutic termination of pregnancy by aspiration curettage,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,391896006
Elective Termination Pregnancy,SNOMEDCT_US,391897002,Aspiration curettage of uterus for termination of pregnancy,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,391897002
Elective Termination Pregnancy,SNOMEDCT_US,60330007,Aspiration curettage of uterus for termination of pregnancy,C0004050,Aspiration curettage of uterus for termination of pregnancy,narrow,P,ELECTTERM,AESI,60330007
Elective Termination Pregnancy,SNOMEDCT_US,10455003,Removal of ectopic cervical pregnancy by evacuation,C0195635,Removal of ectopic cervical pregnancy by evacuation,narrow,P,ELECTTERM,AESI,10455003
Elective Termination Pregnancy,SNOMEDCT_US,59859005,Legal termination of pregnancy with laceration of bladder,C0269455,Legal termination of pregnancy with laceration of bladder,narrow,P,ELECTTERM,AESI,59859005
Elective Termination Pregnancy,SNOMEDCT_US,156070002,Pregnancy with abortive outcome,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,156070002
Elective Termination Pregnancy,SNOMEDCT_US,156079001,Abortion NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,156079001
Elective Termination Pregnancy,SNOMEDCT_US,156096000,Pregnancy with abortive outcome NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,156096000
Elective Termination Pregnancy,SNOMEDCT_US,198768001,Unspecified abortion,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198768001
Elective Termination Pregnancy,SNOMEDCT_US,198769009,Unspecified abortion,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198769009
Elective Termination Pregnancy,SNOMEDCT_US,198780009,Unspecified abortion NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198780009
Elective Termination Pregnancy,SNOMEDCT_US,198805006,Unspecified abortion NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198805006
Elective Termination Pregnancy,SNOMEDCT_US,198880003,Pregnancy with abortive outcome NOS,C0156543,Unspecified Abortion,possible,P,ELECTTERM,AESI,198880003
